T,a,P,rho
280.707500000000,335.870721104936,88305.0719690895,1.09589698639282
280.701000000000,335.866832408828,88294.3254288982,1.09578899189562
280.694500000000,335.862943667696,88283.5799477305,1.09568100554026
280.688000000000,335.859054881538,88272.8355255064,1.09557302732631
280.681500000000,335.855166050353,88262.0921621461,1.09546505725335
280.675000000000,335.851277174138,88251.3498575698,1.09535709532095
280.668500000000,335.847388252894,88240.6086116976,1.09524914152869
280.662000000000,335.843499286617,88229.8684244497,1.09514119587614
280.655500000000,335.839610275307,88219.1292957463,1.09503325836287
280.649000000000,335.835721218961,88208.3912255077,1.09492532898847
280.642500000000,335.831832117579,88197.6542136538,1.09481740775250
280.636000000000,335.827942971159,88186.9182601049,1.09470949465455
280.629500000000,335.824053779699,88176.1833647814,1.09460158969418
280.623000000000,335.820164543197,88165.4495276034,1.09449369287097
280.616500000000,335.816275261653,88154.7167484909,1.09438580418449
280.610000000000,335.812385935063,88143.9850273643,1.09427792363432
280.603500000000,335.808496563428,88133.2543641438,1.09417005122004
280.597000000000,335.804607146745,88122.5247587496,1.09406218694122
280.590500000000,335.800717685013,88111.7962111018,1.09395433079744
280.584000000000,335.796828178230,88101.0687211209,1.09384648278826
280.577500000000,335.792938626395,88090.3422887269,1.09373864291327
280.571000000000,335.789049029506,88079.6169138400,1.09363081117203
280.564500000000,335.785159387561,88068.8925963806,1.09352298756414
280.558000000000,335.781269700560,88058.1693362689,1.09341517208915
280.551500000000,335.777379968499,88047.4471334251,1.09330736474664
280.545000000000,335.773490191379,88036.7259877694,1.09319956553619
280.538500000000,335.769600369197,88026.0058992223,1.09309177445738
280.532000000000,335.765710501951,88015.2868677037,1.09298399150978
280.525500000000,335.761820589641,88004.5688931342,1.09287621669296
280.519000000000,335.757930632264,87993.8519754338,1.09276845000650
280.512500000000,335.754040629819,87983.1361145229,1.09266069144997
280.506000000000,335.750150582304,87972.4213103218,1.09255294102295
280.499500000000,335.746260489719,87961.7075627506,1.09244519872502
280.493000000000,335.742370352060,87950.9948717299,1.09233746455575
280.486500000000,335.738480169328,87940.2832371797,1.09222973851471
280.480000000000,335.734589941519,87929.5726590204,1.09212202060148
280.473500000000,335.730699668633,87918.8631371724,1.09201431081563
280.467000000000,335.726809350668,87908.1546715557,1.09190660915675
280.460500000000,335.722918987623,87897.4472620909,1.09179891562440
280.454000000000,335.719028579495,87886.7409086981,1.09169123021815
280.447500000000,335.715138126284,87876.0356112980,1.09158355293760
280.441000000000,335.711247627988,87865.3313698103,1.09147588378230
280.434500000000,335.707357084604,87854.6281841558,1.09136822275184
280.428000000000,335.703466496133,87843.9260542548,1.09126056984579
280.421500000000,335.699575862571,87833.2249800273,1.09115292506373
280.415000000000,335.695685183918,87822.5249613939,1.09104528840523
280.408500000000,335.691794460171,87811.8259982750,1.09093765986986
280.402000000000,335.687903691331,87801.1280905907,1.09083003945720
280.395500000000,335.684012877393,87790.4312382614,1.09072242716684
280.389000000000,335.680122018358,87779.7354412076,1.09061482299833
280.382500000000,335.676231114224,87769.0406993496,1.09050722695126
280.376000000000,335.672340164989,87758.3470126076,1.09039963902520
280.369500000000,335.668449170651,87747.6543809022,1.09029205921973
280.363000000000,335.664558131209,87736.9628041537,1.09018448753443
280.356500000000,335.660667046662,87726.2722822823,1.09007692396886
280.350000000000,335.656775917007,87715.5828152085,1.08996936852261
280.343500000000,335.652884742244,87704.8944028527,1.08986182119524
280.337000000000,335.648993522370,87694.2070451354,1.08975428198634
280.330500000000,335.645102257384,87683.5207419766,1.08964675089548
280.324000000000,335.641210947285,87672.8354932971,1.08953922792224
280.317500000000,335.637319592071,87662.1512990172,1.08943171306619
280.311000000000,335.633428191740,87651.4681590571,1.08932420632690
280.304500000000,335.629536746291,87640.7860733373,1.08921670770395
280.298000000000,335.625645255722,87630.1050417784,1.08910921719693
280.291500000000,335.621753720032,87619.4250643006,1.08900173480539
280.285000000000,335.617862139219,87608.7461408243,1.08889426052892
280.278500000000,335.613970513282,87598.0682712700,1.08878679436709
280.272000000000,335.610078842218,87587.3914555583,1.08867933631949
280.265500000000,335.606187126027,87576.7156936093,1.08857188638568
280.259000000000,335.602295364707,87566.0409853435,1.08846444456523
280.252500000000,335.598403558256,87555.3673306816,1.08835701085774
280.246000000000,335.594511706673,87544.6947295438,1.08824958526276
280.239500000000,335.590619809955,87534.0231818505,1.08814216777988
280.233000000000,335.586727868103,87523.3526875225,1.08803475840868
