time (sec),density (kg/m^3),y acceleration (m/s^2)
26.91231968,0.646139653,-12.13869281
26.91380987,0.64611704,-12.13819724
26.91481071,0.646101855,-12.13786444
26.91581155,0.64608667,-12.13753169
26.91681239,0.646071486,-12.13719897
26.91781322,0.646056304,-12.13686629
26.91881406,0.646041123,-12.13653363
26.9198149,0.646025943,-12.13620102
26.92081574,0.646010764,-12.13586844
26.92181658,0.645995586,-12.1355359
26.92294944,0.645978407,-12.13515953
26.92408231,0.64596123,-12.1347832
26.92521517,0.645944055,-12.13440692
26.92634804,0.64592688,-12.13403069
26.92800246,0.645901802,-12.13348132
26.92965689,0.645876727,-12.13293204
26.93131131,0.645851655,-12.13238286
26.93296574,0.645826586,-12.13183377
26.93523896,0.645792145,-12.13107947
26.93751219,0.645757711,-12.13032533
26.93978542,0.645723283,-12.12957138
26.94205864,0.64568886,-12.1288176
26.94433187,0.645654443,-12.128064
26.9466051,0.645620033,-12.12731056
26.94887832,0.645585628,-12.12655731
26.95115155,0.645551229,-12.12580422
26.95322616,0.645519841,-12.12511708
26.95530078,0.645488457,-12.12443009
26.95737539,0.645457079,-12.12374323
26.95945001,0.645425705,-12.12305652
26.96131924,0.645397442,-12.12243791
26.96318848,0.645369182,-12.12181941
26.96505772,0.645340927,-12.12120103
26.96692695,0.645312675,-12.12058276
26.96920079,0.645278314,-12.11983082
26.97147462,0.645243959,-12.11907904
26.97374846,0.64520961,-12.11832744
26.97602229,0.645175266,-12.11757599
26.97840693,0.645139256,-12.11678811
26.98079156,0.645103252,-12.1160004
26.98317619,0.645067254,-12.11521288
26.98556083,0.645031263,-12.11442553
26.98743002,0.645003056,-12.1138085
26.98929922,0.644974853,-12.11319157
26.99116842,0.644946654,-12.11257475
26.99303761,0.644918459,-12.11195804
26.99490681,0.644890268,-12.11134143
26.996776,0.644862081,-12.11072494
26.9986452,0.644833898,-12.11010855
27.0005144,0.644805719,-12.10949226
27.00285767,0.644770398,-12.10871982
27.00520094,0.644735084,-12.10794755
27.00754421,0.644699776,-12.10717544
27.00988748,0.644664475,-12.1064035
27.01189644,0.644634215,-12.10574182
27.01390539,0.644603959,-12.10508026
27.01591435,0.644573708,-12.10441882
27.0179233,0.644543462,-12.1037575
27.02034838,0.644506957,-12.10295936
27.02277345,0.644470458,-12.1021614
27.02519852,0.644433966,-12.10136362
27.02762359,0.644397481,-12.10056602
27.02856309,0.644383349,-12.10025707
27.02950258,0.644369217,-12.09994815
27.03044207,0.644355086,-12.09963926
27.03138157,0.644340956,-12.09933039
27.03232106,0.644326827,-12.09902156
27.03326055,0.6443127,-12.09871275
27.03420005,0.644298573,-12.09840397
27.03513954,0.644284447,-12.09809522
27.0362732,0.644267403,-12.0977227
27.03740687,0.644250361,-12.09735022
27.03854053,0.64423332,-12.09697779
27.0396742,0.64421628,-12.09660539
27.04099486,0.644196432,-12.09617163
27.04231552,0.644176585,-12.09573793
27.04363619,0.644156741,-12.09530428
27.04495685,0.644136899,-12.0948707
27.04629577,0.644116784,-12.09443118
27.04763469,0.644096671,-12.09399172
27.04897361,0.644076561,-12.09355233
27.05031253,0.644056452,-12.09311301
27.05178797,0.644034296,-12.09262896
27.05326342,0.644012142,-12.09214499
27.05473886,0.64398999,-12.0916611
27.05621431,0.643967841,-12.09117728
27.0588084,0.643928905,-12.09032685
27.0614025,0.643889976,-12.08947667
27.06399659,0.643851055,-12.08862675
27.06659069,0.643812142,-12.08777708
27.06740882,0.643799871,-12.08750916
27.06822696,0.643787601,-12.08724127
27.0690451,0.643775331,-12.0869734
27.06986324,0.643763063,-12.08670557
27.07068138,0.643750795,-12.08643775
27.07149951,0.643738527,-12.08616997
27.07231765,0.643726261,-12.08590221
27.07313579,0.643713995,-12.08563447
27.07402632,0.643700645,-12.08534308
27.07491685,0.643687296,-12.08505172
27.07580738,0.643673947,-12.08476039
27.0766979,0.6436606,-12.0844691
27.0781094,0.643639446,-12.08400746
27.0795209,0.643618294,-12.0835459
27.0809324,0.643597145,-12.08308442
27.08234389,0.643575997,-12.08262303
27.08402618,0.643550796,-12.08207323
27.08570846,0.643525598,-12.08152355
27.08739074,0.643500403,-12.08097399
27.08907303,0.643475212,-12.08042455
27.09033895,0.643456257,-12.08001117
27.09160488,0.643437304,-12.07959786
27.0928708,0.643418353,-12.07918463
27.09413673,0.643399404,-12.07877146
27.09540265,0.643380457,-12.07835837
27.09666858,0.643361511,-12.07794534
27.0979345,0.643342567,-12.07753239
27.09920043,0.643323625,-12.07711951
27.10061881,0.643302405,-12.07665698
27.1020372,0.643281186,-12.07619455
27.10345558,0.643259969,-12.07573222
27.10487396,0.643238755,-12.07526997
27.10638078,0.643216221,-12.074779
27.10788759,0.643193689,-12.07428814
27.10939441,0.64317116,-12.07379739
27.11090122,0.643148634,-12.07330674
27.1121343,0.643130201,-12.07290531
27.11336738,0.643111771,-12.07250394
27.11460046,0.643093342,-12.07210265
27.11583354,0.643074914,-12.07170143
27.11715001,0.643055243,-12.07127316
27.11846648,0.643035573,-12.07084497
27.11978295,0.643015906,-12.07041687
27.12109941,0.64299624,-12.06998885
27.12235555,0.642977478,-12.06958052
27.1236117,0.642958717,-12.06917227
27.12486784,0.642939958,-12.0687641
27.12612398,0.642921201,-12.06835601
27.12851452,0.642885509,-12.06757959
27.13090506,0.642849824,-12.06680346
27.1332956,0.642814146,-12.06602762
27.13568614,0.642778473,-12.06525207
27.13778513,0.642747157,-12.06457135
27.13988412,0.642715846,-12.06389085
27.14198311,0.642684539,-12.06321059
27.1440821,0.642653238,-12.06253056
27.14485352,0.642641736,-12.06228069
27.14562493,0.642630234,-12.06203086
27.14639635,0.642618733,-12.06178106
27.14716777,0.642607232,-12.06153129
27.14793918,0.642595732,-12.06128155
27.1487106,0.642584233,-12.06103184
27.14948201,0.642572735,-12.06078217
27.15025343,0.642561237,-12.06053253
27.15127009,0.642546085,-12.06020357
27.15228676,0.642530933,-12.05987466
27.15330343,0.642515784,-12.05954582
27.15432009,0.642500635,-12.05921703
27.15540036,0.64248454,-12.05886773
27.15648062,0.642468446,-12.0585185
27.15756088,0.642452354,-12.05816933
27.15864115,0.642436263,-12.05782022
27.15969715,0.642420534,-12.05747903
27.16075314,0.642404807,-12.05713789
27.16180914,0.642389081,-12.05679682
27.16286514,0.642373357,-12.0564558
27.1650037,0.642341516,-12.05576539
27.16714227,0.64230968,-12.05507524
27.16928083,0.642277849,-12.05438535
27.1714194,0.642246024,-12.05369572
27.17283471,0.642224964,-12.05323946
27.17425002,0.642203907,-12.05278332
27.17566534,0.642182852,-12.0523273
27.17708065,0.6421618,-12.0518714
27.17849597,0.642140749,-12.05141561
27.17991128,0.642119701,-12.05095994
27.18132659,0.642098655,-12.05050439
27.18274191,0.642077612,-12.05004895
27.18375477,0.642062553,-12.0497231
27.18476764,0.642047496,-12.04939731
27.1857805,0.64203244,-12.04907157
27.18679337,0.642017385,-12.0487459
27.18780623,0.642002331,-12.04842029
27.1888191,0.641987279,-12.04809475
27.18983196,0.641972227,-12.04776927
27.19084482,0.641957177,-12.04744384
27.19225876,0.641936169,-12.04698966
27.1936727,0.641915163,-12.04653561
27.19508664,0.64189416,-12.04608168
27.19650058,0.641873158,-12.04562787
27.19758049,0.64185712,-12.04528136
27.1986604,0.641841083,-12.04493491
27.19974031,0.641825047,-12.04458854
27.20082022,0.641809013,-12.04424224
27.20190013,0.64179298,-12.04389601
27.20298004,0.641776948,-12.04354986
27.20405995,0.641760917,-12.04320378
27.20513986,0.641744888,-12.04285778
27.20632529,0.641727294,-12.04247805
27.20751071,0.641709702,-12.04209842
27.20869614,0.641692111,-12.04171887
27.20988156,0.641674522,-12.04133941
27.21128921,0.641653638,-12.04088893
27.21269687,0.641632756,-12.04043859
27.21410452,0.641611876,-12.03998837
27.21551217,0.641590998,-12.03953828
27.21717087,0.6415664,-12.03900808
27.21882957,0.641541804,-12.03847807
27.22048827,0.641517212,-12.03794823
27.22214697,0.641492623,-12.03741858
27.22379176,0.641468244,-12.03689355
27.22543655,0.641443867,-12.0363687
27.22708134,0.641419493,-12.03584403
27.22872614,0.641395123,-12.03531954
27.23051718,0.641368588,-12.03474862
27.23230822,0.641342058,-12.03417792
27.23409926,0.641315531,-12.03360744
27.23589031,0.641289008,-12.03303717
27.23787128,0.641259676,-12.0324067
27.23985225,0.641230349,-12.03177649
27.24183322,0.641201026,-12.03114655
27.24381418,0.641171707,-12.03051689
27.24570932,0.641143663,-12.02991476
27.24760446,0.641115623,-12.02931289
27.24949959,0.641087587,-12.02871127
27.25139473,0.641059555,-12.02810991
27.25372192,0.641025138,-12.02737179
27.25604911,0.640990727,-12.02663406
27.2583763,0.640956322,-12.02589672
27.2607035,0.640921923,-12.02515978
27.26293284,0.640888976,-12.02445418
27.26516218,0.640856035,-12.02374895
27.26739152,0.640823099,-12.02304409
27.26962087,0.640790169,-12.02233959
27.27224074,0.640751477,-12.02151215
27.27486061,0.640712793,-12.02068522
27.27748048,0.640674117,-12.01985881
27.28010035,0.640635449,-12.01903291
27.28234125,0.64060238,-12.01832689
27.28458215,0.640569316,-12.01762125
27.28682305,0.640536259,-12.016916
27.28906395,0.640503206,-12.01621114
27.29130485,0.64047016,-12.01550666
27.29354576,0.640437119,-12.01480257
27.29578666,0.640404084,-12.01409887
27.29802756,0.640371054,-12.01339556
27.30036655,0.640336585,-12.01266189
27.30270555,0.640302122,-12.01192865
27.30504454,0.640267665,-12.01119584
27.30738353,0.640233214,-12.01046346
27.30998549,0.640194897,-12.00964925
27.31258745,0.640156587,-12.00883556
27.3151894,0.640118285,-12.00802238
27.31779136,0.640079991,-12.00720973
27.32038183,0.640041873,-12.00640117
27.32297231,0.640003763,-12.00559311
27.32556279,0.63996566,-12.00478556
27.32815327,0.639927565,-12.0039785
27.33022683,0.639897076,-12.00333285
27.3323004,0.639866593,-12.00268751
27.33437396,0.639836114,-12.00204248
27.33644752,0.63980564,-12.00139777
27.3378353,0.639785248,-12.00096645
27.33922308,0.639764857,-12.00053527
27.34061086,0.639744469,-12.00010423
27.34199864,0.639724083,-11.99967332
27.34338642,0.639703699,-11.99924256
27.3447742,0.639683317,-11.99881193
27.34616198,0.639662937,-11.99838143
27.34754976,0.63964256,-11.99795107
27.35000681,0.639606487,-11.99718945
27.35246386,0.639570421,-11.99642825
27.3549209,0.639534361,-11.99566747
27.35737795,0.639498308,-11.99490709
27.359835,0.639462262,-11.99414714
27.36229205,0.639426223,-11.99338758
27.36474909,0.63939019,-11.99262843
27.36720614,0.639354165,-11.99186968
27.3696271,0.639318675,-11.99112247
27.37204805,0.639283191,-11.99037564
27.37446901,0.639247714,-11.98962919
27.37688996,0.639212244,-11.98888312
27.37923444,0.6391779,-11.98816098
27.38157891,0.639143562,-11.98743918
27.38392338,0.639109231,-11.98671774
27.38626786,0.639074906,-11.98599664
27.38717382,0.639061643,-11.98571808
27.38807978,0.639048381,-11.98543957
27.38898575,0.639035121,-11.98516111
27.38989171,0.639021861,-11.98488271
27.39079767,0.639008602,-11.98460435
27.39170363,0.638995344,-11.98432604
27.3926096,0.638982087,-11.98404779
27.39351556,0.638968831,-11.98376958
27.39477876,0.638950349,-11.98338176
27.39604196,0.638931869,-11.98299403
27.39730517,0.638913391,-11.9826064
27.39856837,0.638894915,-11.98221886
27.39988473,0.638875663,-11.98181512
27.40120108,0.638856413,-11.98141148
27.40251744,0.638837165,-11.98100795
27.40383379,0.638817918,-11.98060452
27.40541405,0.638794816,-11.98012034
27.4069943,0.638771717,-11.97963632
27.40857456,0.63874862,-11.97915243
27.41015481,0.638725527,-11.97866869
27.4115979,0.63870444,-11.97822707
27.41304098,0.638683356,-11.97778557
27.41448407,0.638662273,-11.97734418
27.41592715,0.638641194,-11.97690292
27.41737024,0.638620116,-11.97646177
27.41881332,0.638599041,-11.97602074
27.42025641,0.638577968,-11.97557982
27.42169949,0.638556898,-11.97513903
27.42337185,0.638532482,-11.97462834
27.42504421,0.63850807,-11.97411781
27.42671657,0.638483661,-11.97360743
27.42838893,0.638459255,-11.97309721
27.43036179,0.638430468,-11.97249549
27.43233466,0.638401685,-11.97189399
27.43430752,0.638372906,-11.97129269
27.43628039,0.638344131,-11.97069161
27.43851251,0.638311581,-11.97001178
27.44074464,0.638279036,-11.96933221
27.44297676,0.638246496,-11.9686529
27.44520888,0.638213962,-11.96797384
27.44698822,0.638188031,-11.96743272
27.44876756,0.638162104,-11.96689175
27.45054689,0.638136181,-11.96635095
27.45232623,0.638110261,-11.9658103
27.45410557,0.638084344,-11.96526981
27.45588491,0.638058431,-11.96472948
27.45766424,0.638032522,-11.96418931
27.45944358,0.638006616,-11.96364928
27.46145824,0.637977288,-11.96303803
27.46347289,0.637947965,-11.96242697
27.46548755,0.637918646,-11.96181611
27.4675022,0.637889332,-11.96120544
27.46918864,0.637864797,-11.9606944
27.47087508,0.637840265,-11.96018349
27.47256151,0.637815736,-11.95967272
27.47424795,0.63779121,-11.95916208
27.47497552,0.63778063,-11.95894182
27.47570309,0.637770051,-11.95872158
27.47643066,0.637759472,-11.95850136
27.47715823,0.637748894,-11.95828117
27.4778858,0.637738316,-11.95806101
27.47861337,0.637727739,-11.95784086
27.47934094,0.637717162,-11.95762074
27.48006851,0.637706587,-11.95740065
27.48084246,0.637695337,-11.95716655
27.48161641,0.637684088,-11.95693248
27.48239036,0.63767284,-11.95669843
27.48316431,0.637661593,-11.95646441
27.48424927,0.637645827,-11.9561364
27.48533423,0.637630062,-11.95580843
27.48641919,0.637614299,-11.95548052
27.48750415,0.637598536,-11.95515266
27.48858911,0.637582776,-11.95482485
27.48967407,0.637567016,-11.95449709
27.49075903,0.637551258,-11.95416939
27.49184399,0.637535501,-11.95384173
27.49360773,0.637509889,-11.95330919
27.49537147,0.63748428,-11.95277678
27.49713521,0.637458675,-11.9522445
27.49889895,0.637433073,-11.95171235
27.50060223,0.637408352,-11.95119856
27.50230552,0.637383634,-11.95068489
27.50400881,0.637358919,-11.95017134
27.5057121,0.637334208,-11.94965791
27.50730511,0.637311099,-11.94917782
27.50889812,0.637287993,-11.94869783
27.51049113,0.63726489,-11.94821795
27.51208415,0.63724179,-11.94773817
27.51386284,0.637216,-11.94720257
27.51564153,0.637190214,-11.9466671
27.51742023,0.637164432,-11.94613176
27.51919892,0.637138653,-11.94559653
27.52116582,0.63711015,-11.94500481
27.52313273,0.637081652,-11.94441323
27.52509963,0.637053158,-11.94382179
27.52706654,0.637024668,-11.9432305
27.5296666,0.636987013,-11.94244908
27.53226666,0.636949366,-11.94166791
27.53486671,0.636911727,-11.94088698
27.53746677,0.636874095,-11.94010628
27.53838294,0.636860837,-11.93983124
27.5392991,0.636847579,-11.93955624
27.54021526,0.636834323,-11.93928127
27.54113142,0.636821067,-11.93900632
27.54204759,0.636807813,-11.93873141
27.54296375,0.636794559,-11.93845652
27.54387991,0.636781306,-11.93818166
27.54479607,0.636768054,-11.93790682
27.54584284,0.636752914,-11.93759285
27.54688961,0.636737776,-11.9372789
27.54793638,0.636722638,-11.936965
27.54898315,0.636707502,-11.93665113
27.55121024,0.636675302,-11.93598346
27.55343732,0.636643108,-11.93531596
27.55566441,0.63661092,-11.93464861
27.5578915,0.636578736,-11.93398142
27.55981514,0.636550943,-11.93340526
27.56173879,0.636523153,-11.93282921
27.56366243,0.636495367,-11.93225327
27.56558607,0.636467586,-11.93167745
27.56750972,0.636439808,-11.93110174
27.56943336,0.636412035,-11.93052613
27.571357,0.636384265,-11.92995063
27.57328065,0.6363565,-11.92937524
27.57546885,0.636324921,-11.92872085
27.57765705,0.636293348,-11.92806659
27.57984525,0.636261779,-11.92741246
27.58203345,0.636230216,-11.92675846
27.58353181,0.636208607,-11.92631071
27.58503017,0.636186999,-11.92586302
27.58652854,0.636165395,-11.92541539
27.5880269,0.636143792,-11.92496782
27.58952527,0.636122193,-11.92452031
27.59102363,0.636100595,-11.92407286
27.592522,0.636079,-11.92362546
27.59402036,0.636057408,-11.92317813
27.59544928,0.636036819,-11.92275158
27.59687819,0.636016232,-11.92232509
27.5983071,0.635995647,-11.92189865
27.59973602,0.635975064,-11.92147226
27.60119698,0.635954023,-11.92103637
27.60265793,0.635932983,-11.92060054
27.60411889,0.635911946,-11.92016476
27.60557985,0.635890911,-11.91972904
27.60707227,0.635869426,-11.91928399
27.6085647,0.635847943,-11.91883901
27.61005712,0.635826463,-11.91839408
27.61154954,0.635804984,-11.91794922
27.61304196,0.635783509,-11.91750441
27.61453438,0.635762036,-11.91705967
27.61602681,0.635740565,-11.91661498
27.61751923,0.635719097,-11.91617036
27.61982871,0.63568588,-11.91548244
27.62213819,0.635652669,-11.91479466
27.62444767,0.635619464,-11.91410704
27.62675715,0.635586265,-11.91341956
27.62887865,0.635555773,-11.91278817
27.63100015,0.635525287,-11.9121569
27.63312166,0.635494805,-11.91152576
27.63524316,0.635464328,-11.91089475
27.63620564,0.635450503,-11.91060852
27.63716812,0.635436679,-11.91032231
27.63813061,0.635422855,-11.91003612
27.63909309,0.635409033,-11.90974997
27.64005557,0.635395212,-11.90946384
27.64101806,0.635381392,-11.90917773
27.64198054,0.635367573,-11.90889165
27.64294302,0.635353755,-11.9086056
27.64395969,0.63533916,-11.90830348
27.64497636,0.635324566,-11.90800138
27.64599303,0.635309974,-11.90769931
27.64700969,0.635295382,-11.90739727
27.64951299,0.635259459,-11.90665371
27.65201629,0.635223543,-11.90591032
27.65451958,0.635187634,-11.90516712
27.65702288,0.635151731,-11.9044241
27.65952618,0.635115836,-11.90368126
27.66202947,0.635079947,-11.90293861
27.66453277,0.635044065,-11.90219614
27.66703607,0.63500819,-11.90145386
27.66934514,0.634975104,-11.90076934
27.6716542,0.634942025,-11.90008497
27.67396327,0.634908951,-11.89940077
27.67627233,0.634875883,-11.89871673
27.67850928,0.634843853,-11.8980542
27.68074622,0.634811829,-11.89739183
27.68298316,0.634779811,-11.89672961
27.68522011,0.634747798,-11.89606754
27.68769497,0.634712386,-11.89533523
27.69016984,0.634676981,-11.89460312
27.69264471,0.634641583,-11.89387119
27.69511957,0.634606191,-11.89313945
27.69687394,0.634581107,-11.89262085
27.69862831,0.634556026,-11.89210235
27.70038267,0.634530949,-11.89158395
27.70213704,0.634505875,-11.89106564
27.70389141,0.634480804,-11.89054743
27.70564577,0.634455737,-11.89002931
27.70740014,0.634430673,-11.8895113
27.70915451,0.634405612,-11.88899338
27.71085676,0.634381299,-11.88849094
27.71255902,0.634356989,-11.88798859
27.71426127,0.634332683,-11.88748633
27.71596353,0.634308379,-11.88698416
27.71766578,0.634284079,-11.88648209
27.71936804,0.634259782,-11.88598011
27.72107029,0.634235488,-11.88547823
27.72277255,0.634211197,-11.88497643
27.72437801,0.63418829,-11.88450326
27.72598347,0.634165386,-11.88403017
27.72758893,0.634142485,-11.88355716
27.72919439,0.634119587,-11.88308424
27.73055005,0.634100254,-11.88268497
27.73190571,0.634080922,-11.88228575
27.73326138,0.634061593,-11.8818866
27.73461704,0.634042266,-11.88148751
27.73650168,0.6340154,-11.88093279
27.73838633,0.633988539,-11.88037819
27.74027097,0.633961681,-11.8798237
27.74215562,0.633934827,-11.87926933
27.74377592,0.633911743,-11.87879282
27.74539621,0.633888661,-11.87831639
27.74701651,0.633865583,-11.87784005
27.74863681,0.633842507,-11.8773638
27.75053266,0.633815511,-11.87680666
27.75242851,0.633788519,-11.87624965
27.75432436,0.63376153,-11.87569275
27.75622021,0.633734545,-11.87513598
27.7569613,0.633723998,-11.87491837
27.75770238,0.633713452,-11.87470078
27.75844347,0.633702906,-11.87448321
27.75918456,0.63369236,-11.87426566
27.75992564,0.633681816,-11.87404812
27.76066673,0.633671271,-11.87383061
27.76140782,0.633660728,-11.87361311
27.7621489,0.633650185,-11.87339563
27.76309408,0.633636739,-11.87311829
27.76403925,0.633623295,-11.87284098
27.76498443,0.633609851,-11.8725637
27.7659296,0.633596408,-11.87228645
27.7673819,0.633575755,-11.8718605
27.7688342,0.633555104,-11.87143462
27.7702865,0.633534455,-11.87100882
27.7717388,0.633513809,-11.87058309
27.7731911,0.633493165,-11.87015743
27.77464341,0.633472523,-11.86973185
27.77609571,0.633451883,-11.86930633
27.77754801,0.633431246,-11.8688809
27.77963931,0.633401532,-11.8682684
27.7817306,0.633371824,-11.86765605
27.7838219,0.63334212,-11.86704386
27.7859132,0.633312421,-11.86643182
27.78846468,0.633276193,-11.86568531
27.79101615,0.633239972,-11.86493903
27.79356763,0.633203758,-11.86419298
27.79611911,0.633167552,-11.86344716
27.79797725,0.633141188,-11.86290415
27.7998354,0.633114828,-11.86236127
27.80169354,0.633088472,-11.86181851
27.80355168,0.63306212,-11.86127588
27.80540983,0.633035771,-11.86073336
27.80726797,0.633009427,-11.86019097
27.80912612,0.632983086,-11.85964871
27.81098426,0.632956748,-11.85910657
27.81322543,0.632924987,-11.85845285
27.81546659,0.632893231,-11.8577993
27.81770775,0.632861481,-11.85714594
27.81994892,0.632829736,-11.85649277
27.82219008,0.632797997,-11.85583977
27.82443125,0.632766262,-11.85518696
27.82667241,0.632734534,-11.85453433
27.82891358,0.632702811,-11.8538819
27.83088567,0.632674901,-11.85330794
27.83285777,0.632646995,-11.85273413
27.83482987,0.632619093,-11.85216046
27.83680197,0.632591196,-11.85158693
27.83868915,0.632564504,-11.85103824
27.84057634,0.632537815,-11.85048968
27.84246352,0.63251113,-11.84994125
27.84435071,0.63248445,-11.84939295
27.8462379,0.632457773,-11.84884479
27.84812508,0.6324311,-11.84829676
27.85001227,0.632404431,-11.84774887
27.85189946,0.632377765,-11.84720111
27.85369475,0.632352402,-11.84668015
27.85549005,0.632327042,-11.84615931
27.85728535,0.632301685,-11.84563859
27.85908065,0.632276332,-11.845118
27.86053724,0.632255765,-11.84469571
27.86199383,0.6322352,-11.8442735
27.86345042,0.632214638,-11.84385138
27.86490701,0.632194077,-11.84342933
27.86693738,0.632165422,-11.84284117
27.86896775,0.632136771,-11.84225317
27.87099813,0.632108124,-11.84166533
27.8730285,0.632079481,-11.84107764
27.87544528,0.632045394,-11.84037832
27.87786207,0.632011313,-11.83967923
27.88027885,0.631977238,-11.83898036
27.88269563,0.631943169,-11.83828172
27.8845175,0.631917491,-11.83775521
27.88633937,0.631891816,-11.83722882
27.88816124,0.631866145,-11.83670257
27.8899831,0.631840478,-11.83617644
27.89180497,0.631814814,-11.83565043
27.89362684,0.631789154,-11.83512456
27.89544871,0.631763497,-11.83459881
27.89727058,0.631737844,-11.83407318
27.89963174,0.631704603,-11.83339216
27.9019929,0.631671368,-11.83271135
27.90435406,0.631638138,-11.83203075
27.90671522,0.631604915,-11.83135036
27.90886561,0.631574663,-11.8307309
27.911016,0.631544415,-11.8301116
27.91316639,0.631514173,-11.82949248
27.91531678,0.631483936,-11.82887354
27.91728086,0.631456322,-11.82830837
27.91924494,0.631428713,-11.82774335
27.92120902,0.631401108,-11.82717846
27.9231731,0.631373507,-11.82661373
27.92529611,0.631343678,-11.82600346
27.92741912,0.631313853,-11.82539335
27.92954213,0.631284033,-11.82478342
27.93166514,0.631254218,-11.82417365
27.93455358,0.631213662,-11.8233443
27.93744203,0.631173114,-11.82251525
27.94033048,0.631132575,-11.82168652
27.94321893,0.631092045,-11.82085809
27.94559454,0.631058718,-11.82017698
27.94797014,0.631025397,-11.81949607
27.95034575,0.630992082,-11.81881537
27.95272136,0.630958773,-11.81813487
27.9550804,0.630925702,-11.81745932
27.95743944,0.630892638,-11.81678397
27.95979849,0.630859579,-11.81610883
27.96215753,0.630826526,-11.81543388
27.96409916,0.630799326,-11.81487851
27.9660408,0.63077213,-11.81432328
27.96798243,0.630744939,-11.81376817
27.96992407,0.630717751,-11.81321321
27.9718657,0.630690567,-11.81265838
27.97380734,0.630663387,-11.81210368
27.97574897,0.630636212,-11.81154912
27.97769061,0.63060904,-11.81099469
27.97981706,0.630579287,-11.81038764
27.98194352,0.630549538,-11.80978075
27.98406997,0.630519795,-11.80917402
27.98619642,0.630490056,-11.80856745
27.98898889,0.63045101,-11.80777114
27.99178136,0.630411973,-11.8069751
27.99457383,0.630372944,-11.80617934
27.99736629,0.630333924,-11.80538385
28.00005956,0.630296297,-11.80461688
28.00275283,0.630258678,-11.80385015
28.0054461,0.630221067,-11.80308368
28.00813937,0.630183464,-11.80231746
28.01033873,0.630152763,-11.80169194
28.0125381,0.630122066,-11.80106659
28.01473746,0.630091375,-11.8004414
28.01693682,0.630060689,-11.79981637
28.01970379,0.630022091,-11.79903028
28.02247075,0.629983501,-11.79824445
28.02523771,0.62994492,-11.79745889
28.02800467,0.629906346,-11.79667358
28.03066334,0.62986929,-11.79591925
28.03332201,0.629832242,-11.79516516
28.03598068,0.629795201,-11.79441131
28.03863934,0.629758168,-11.79365769
28.04046849,0.629732694,-11.79313935
28.04229763,0.629707223,-11.79262111
28.04412677,0.629681756,-11.79210299
28.04595592,0.629656293,-11.79158499
28.04778506,0.629630833,-11.79106709
28.0496142,0.629605376,-11.7905493
28.05144335,0.629579924,-11.79003163
28.05327249,0.629554475,-11.78951406
28.05533494,0.629525784,-11.78893062
28.05739739,0.629497097,-11.78834731
28.05945984,0.629468415,-11.78776414
28.06152229,0.629439738,-11.78718112
28.06339693,0.629413676,-11.7866513
28.06527156,0.629387618,-11.7861216
28.0671462,0.629361564,-11.78559202
28.06902084,0.629335513,-11.78506255
28.07123391,0.629304764,-11.78443764
28.07344698,0.629274021,-11.78381289
28.07566006,0.629243282,-11.7831883
28.07787313,0.629212549,-11.78256387
28.07993398,0.629183934,-11.78198253
28.08199483,0.629155324,-11.78140133
28.08405568,0.629126719,-11.78082026
28.08611653,0.629098118,-11.78023933
28.08790706,0.629073272,-11.77973471
28.0896976,0.62904843,-11.7792302
28.09148813,0.629023591,-11.77872578
28.09327866,0.628998755,-11.77822147
28.09425725,0.628985183,-11.77794589
28.09523584,0.628971612,-11.77767034
28.09621443,0.628958042,-11.77739482
28.09719302,0.628944473,-11.77711933
28.09817161,0.628930905,-11.77684387
28.0991502,0.628917339,-11.77656844
28.10012879,0.628903773,-11.77629304
28.10110738,0.628890208,-11.77601767
28.10225905,0.628874245,-11.77569363
28.10341072,0.628858283,-11.77536964
28.1045624,0.628842324,-11.77504569
28.10571407,0.628826365,-11.77472178
28.10688388,0.628810157,-11.77439281
28.10805368,0.62879395,-11.77406389
28.10922348,0.628777744,-11.77373501
28.11039329,0.62876154,-11.77340617
28.11196248,0.628739806,-11.77296513
28.11353166,0.628718075,-11.77252417
28.11510085,0.628696346,-11.77208329
28.11667004,0.62867462,-11.77164248
28.11837334,0.62865104,-11.77116408
28.12007665,0.628627463,-11.77068578
28.12177996,0.628603889,-11.77020756
28.12348327,0.628580319,-11.76972943
28.12725226,0.628528173,-11.76867178
28.13102125,0.628476043,-11.76761456
28.13479024,0.628423928,-11.76655777
28.13855923,0.628371828,-11.76550142
28.14221425,0.628321318,-11.76447743
28.14586927,0.628270822,-11.76345384
28.14952429,0.628220341,-11.76243066
28.15317931,0.628169873,-11.76140789
28.15422017,0.628155504,-11.7611167
28.15526102,0.628141136,-11.76082554
28.15630188,0.628126769,-11.76053442
28.15734274,0.628112403,-11.76024333
28.15838359,0.628098038,-11.75995227
28.15942445,0.628083675,-11.75966124
28.16046531,0.628069313,-11.75937025
28.16150616,0.628054951,-11.75907929
28.16262615,0.6280395,-11.75876625
28.16374613,0.628024049,-11.75845324
28.16486611,0.6280086,-11.75814027
28.16598609,0.627993153,-11.75782734
28.16755248,0.62797155,-11.75738974
28.16911887,0.62794995,-11.75695222
28.17068526,0.627928353,-11.75651476
28.17225165,0.627906758,-11.75607738
28.17377754,0.627885724,-11.75565138
28.17530343,0.627864693,-11.75522545
28.17682931,0.627843664,-11.75479959
28.1783552,0.627822637,-11.7543738
28.17985766,0.627801936,-11.75395462
28.18136013,0.627781237,-11.7535355
